1,2013-08-31 15:58:36 +0000,2013-08-31 19:43:02 +0000,MATH-996,https://issues.apache.org/jira/browse/MATH-996,"org.apache.commons.math3.fraction.BigFraction;org.apache.commons.math3.fraction.Fraction"
2,2013-08-10 00:29:31 +0000,2013-08-10 00:57:48 +0000,MATH-1021,https://issues.apache.org/jira/browse/MATH-1021,"org.apache.commons.math3.distribution.HypergeometricDistribution"
3,2013-07-08 12:14:37 +0000,2013-07-12 11:29:12 +0000,MATH-1005,https://issues.apache.org/jira/browse/MATH-1005,"org.apache.commons.math3.util.MathArrays"
4,2013-06-03 05:37:13 +0000,2013-06-03 07:15:00 +0000,MATH-988,https://issues.apache.org/jira/browse/MATH-988,"org.apache.commons.math3.geometry.euclidean.threed.SubLine;org.apache.commons.math3.geometry.euclidean.twod.SubLine"
5,2013-03-22 17:49:27 +0000,2013-03-22 18:55:58 +0000,MATH-934,https://issues.apache.org/jira/browse/MATH-934,"org.apache.commons.math3.complex.Complex"
6,2013-03-19 14:09:58 +0000,2013-03-19 14:51:30 +0000,MATH-949,https://issues.apache.org/jira/browse/MATH-949,"org.apache.commons.math3.optim.BaseOptimizer;org.apache.commons.math3.optim.nonlinear.scalar.gradient.NonLinearConjugateGradientOptimizer;org.apache.commons.math3.optim.nonlinear.scalar.noderiv.CMAESOptimizer;org.apache.commons.math3.optim.nonlinear.scalar.noderiv.PowellOptimizer;org.apache.commons.math3.optim.nonlinear.scalar.noderiv.SimplexOptimizer;org.apache.commons.math3.optim.nonlinear.vector.jacobian.GaussNewtonOptimizer;org.apache.commons.math3.optim.nonlinear.vector.jacobian.LevenbergMarquardtOptimizer"
7,2013-03-17 17:15:31 +0000,2013-03-19 14:09:08 +0000,MATH-950,https://issues.apache.org/jira/browse/MATH-950,"org.apache.commons.math3.ode.AbstractIntegrator"
8,2013-03-09 17:37:30 +0000,2013-03-10 12:01:00 +0000,MATH-942,https://issues.apache.org/jira/browse/MATH-942,"org.apache.commons.math3.distribution.DiscreteDistribution"
9,2013-03-04 23:29:39 +0000,2013-03-06 08:53:28 +0000,MATH-938,https://issues.apache.org/jira/browse/MATH-938,"org.apache.commons.math3.geometry.euclidean.threed.Line"
10,2013-02-14 15:38:55 +0000,2013-02-15 08:20:11 +0000,MATH-935,https://issues.apache.org/jira/browse/MATH-935,"org.apache.commons.math3.analysis.differentiation.DSCompiler"
11,2013-01-13 18:03:48 +0000,2013-01-15 12:15:50 +0000,MATH-929,https://issues.apache.org/jira/browse/MATH-929,"org.apache.commons.math3.distribution.MultivariateNormalDistribution"
12,2013-01-03 10:43:24 +0000,2013-01-04 12:28:44 +0000,MATH-927,https://issues.apache.org/jira/browse/MATH-927,"org.apache.commons.math3.random.BitsStreamGenerator"
13,2012-12-29 13:16:17 +0000,2012-12-29 13:26:44 +0000,MATH-924,https://issues.apache.org/jira/browse/MATH-924,"org.apache.commons.math3.optimization.general.AbstractLeastSquaresOptimizer"
14,2012-12-29 13:11:51 +0000,2012-12-29 13:16:17 +0000,MATH-924,https://issues.apache.org/jira/browse/MATH-924,"org.apache.commons.math3.optim.nonlinear.vector.jacobian.AbstractLeastSquaresOptimizer;org.apache.commons.math3.optim.nonlinear.vector.Weight"
15,2012-11-26 19:55:07 +0000,2012-11-26 23:02:29 +0000,MATH-904,https://issues.apache.org/jira/browse/MATH-904,"org.apache.commons.math3.util.FastMath"
16,2012-11-26 13:16:39 +0000,2012-11-26 13:25:27 +0000,MATH-905,https://issues.apache.org/jira/browse/MATH-905,"org.apache.commons.math3.util.FastMath"
17,2012-10-19 14:20:16 +0000,2012-10-21 16:22:50 +0000,MATH-778,https://issues.apache.org/jira/browse/MATH-778,"org.apache.commons.math3.dfp.Dfp"
18,2012-09-28 14:06:19 +0000,2012-09-29 16:58:18 +0000,MATH-867,https://issues.apache.org/jira/browse/MATH-867,"org.apache.commons.math3.optimization.direct.CMAESOptimizer"
19,2012-09-21 14:17:37 +0000,2012-09-21 15:32:18 +0000,MATH-865,https://issues.apache.org/jira/browse/MATH-865,"org.apache.commons.math3.optimization.direct.CMAESOptimizer"
20,2012-09-21 10:42:30 +0000,2012-09-21 14:17:37 +0000,MATH-864,https://issues.apache.org/jira/browse/MATH-864,"org.apache.commons.math3.optimization.direct.CMAESOptimizer"
21,2012-09-13 06:11:05 +0000,2012-09-13 15:13:03 +0000,MATH-789,https://issues.apache.org/jira/browse/MATH-789,"org.apache.commons.math3.linear.RectangularCholeskyDecomposition"
22,2012-09-08 17:48:08 +0000,2012-09-08 22:15:32 +0000,MATH-859,https://issues.apache.org/jira/browse/MATH-859,"org.apache.commons.math3.distribution.FDistribution;org.apache.commons.math3.distribution.UniformRealDistribution"
23,2012-09-06 19:42:35 +0000,2012-09-07 15:43:40 +0000,MATH-855,https://issues.apache.org/jira/browse/MATH-855,"org.apache.commons.math3.optimization.univariate.BrentOptimizer"
24,2012-09-05 06:53:45 +0000,2012-09-05 14:22:44 +0000,MATH-855,https://issues.apache.org/jira/browse/MATH-855,"org.apache.commons.math3.optimization.univariate.BrentOptimizer"
25,2012-08-16 20:14:15 +0000,2012-08-16 20:43:59 +0000,MATH-844,https://issues.apache.org/jira/browse/MATH-844,"org.apache.commons.math3.optimization.fitting.HarmonicFitter"
26,2012-07-31 14:58:01 +0000,2012-08-01 21:24:27 +0000,MATH-836,https://issues.apache.org/jira/browse/MATH-836,"org.apache.commons.math3.fraction.Fraction"
27,2012-07-30 19:37:48 +0000,2012-07-31 14:58:01 +0000,MATH-835,https://issues.apache.org/jira/browse/MATH-835,"org.apache.commons.math3.fraction.Fraction"
28,2012-07-30 19:07:05 +0000,2012-07-30 19:37:48 +0000,MATH-828,https://issues.apache.org/jira/browse/MATH-828,"org.apache.commons.math3.optimization.linear.SimplexSolver"
29,2012-06-10 15:12:57 +0000,2012-06-11 05:52:16 +0000,MATH-803,https://issues.apache.org/jira/browse/MATH-803,"org.apache.commons.math3.linear.OpenMapRealVector"
30,2012-06-08 10:47:59 +0000,2012-06-08 11:04:11 +0000,MATH-790,https://issues.apache.org/jira/browse/MATH-790,"org.apache.commons.math3.stat.inference.MannWhitneyUTest"
31,2012-05-16 05:36:40 +0000,2012-05-21 19:55:30 +0000,MATH-718,https://issues.apache.org/jira/browse/MATH-718,"org.apache.commons.math3.util.ContinuedFraction"
32,2012-05-13 15:51:30 +0000,2012-05-13 15:51:56 +0000,MATH-780,https://issues.apache.org/jira/browse/MATH-780,"org.apache.commons.math3.geometry.euclidean.twod.PolygonsSet"
33,2012-05-02 14:24:55 +0000,2012-05-02 18:28:37 +0000,MATH-781,https://issues.apache.org/jira/browse/MATH-781,"org.apache.commons.math3.optimization.linear.SimplexTableau"
34,2012-04-12 18:18:25 +0000,2012-04-12 18:32:53 +0000,MATH-779,https://issues.apache.org/jira/browse/MATH-779,"org.apache.commons.math3.genetics.ListPopulation"
