name;suspiciousness_value
org.apache.commons.math.util$MathUtils#gcd(int,int):430;0.2182178902359924
org.apache.commons.math.util$MathUtils#gcd(int,int):431;0.2182178902359924
org.apache.commons.math.util$MathUtils#gcd(int,int):432;0.2182178902359924
org.apache.commons.math.util$MathUtils#gcd(int,int):450;0.18257418583505536
org.apache.commons.math.util$MathUtils#gcd(int,int):446;0.17149858514250882
org.apache.commons.math.util$MathUtils#gcd(int,int):412;0.14744195615489714
org.apache.commons.math.util$MathUtils#gcd(int,int):413;0.14744195615489714
org.apache.commons.math.util$MathUtils#gcd(int,int):420;0.14744195615489714
org.apache.commons.math.util$MathUtils#gcd(int,int):421;0.14744195615489714
org.apache.commons.math.util$MathUtils#gcd(int,int):423;0.14744195615489714
org.apache.commons.math.util$MathUtils#gcd(int,int):424;0.14744195615489714
org.apache.commons.math.util$MathUtils#gcd(int,int):427;0.14744195615489714
org.apache.commons.math.util$MathUtils#gcd(int,int):428;0.14744195615489714
org.apache.commons.math.util$MathUtils#gcd(int,int):434;0.14744195615489714
org.apache.commons.math.util$MathUtils#gcd(int,int):439;0.14744195615489714
org.apache.commons.math.util$MathUtils#gcd(int,int):445;0.14744195615489714
org.apache.commons.math.util$MathUtils#gcd(int,int):449;0.14744195615489714
org.apache.commons.math.util$MathUtils#gcd(int,int):452;0.14744195615489714
org.apache.commons.math.util$MathUtils#gcd(int,int):455;0.14744195615489714
org.apache.commons.math.util$MathUtils#gcd(int,int):458;0.14744195615489714
org.apache.commons.math.util$MathUtils#gcd(int,int):459;0.14744195615489714
org.apache.commons.math$MathException#MathException():100;0.0
org.apache.commons.math$MathException#MathException():101;0.0
org.apache.commons.math$MathException#MathException():102;0.0
org.apache.commons.math$MathException#MathException():103;0.0
org.apache.commons.math$MathException#MathException(java.lang.String,java.lang.Object[]):113;0.0
org.apache.commons.math$MathException#MathException(java.lang.String,java.lang.Object[]):114;0.0
org.apache.commons.math$MathException#MathException(java.lang.String,java.lang.Object[]):115;0.0
org.apache.commons.math$MathException#MathException(java.lang.String,java.lang.Object[]):116;0.0
org.apache.commons.math$MathException#MathException(java.lang.Throwable):126;0.0
org.apache.commons.math$MathException#MathException(java.lang.Throwable):127;0.0
org.apache.commons.math$MathException#MathException(java.lang.Throwable):128;0.0
org.apache.commons.math$MathException#MathException(java.lang.Throwable):129;0.0
org.apache.commons.math$MathException#MathException(java.lang.String,java.lang.Object[],java.lang.Throwable):142;0.0
org.apache.commons.math$MathException#MathException(java.lang.String,java.lang.Object[],java.lang.Throwable):143;0.0
org.apache.commons.math$MathException#MathException(java.lang.String,java.lang.Object[],java.lang.Throwable):144;0.0
org.apache.commons.math$MathException#MathException(java.lang.String,java.lang.Object[],java.lang.Throwable):145;0.0
org.apache.commons.math$MathException#<clinit>():42;0.0
org.apache.commons.math$MathException#translate(java.lang.String,java.util.Locale):63;0.0
org.apache.commons.math$MathException#translate(java.lang.String,java.util.Locale):65;0.0
org.apache.commons.math$MathException#translate(java.lang.String,java.util.Locale):66;0.0
org.apache.commons.math$MathException#translate(java.lang.String,java.util.Locale):69;0.0
org.apache.commons.math$MathException#translate(java.lang.String,java.util.Locale):71;0.0
org.apache.commons.math$MathException#translate(java.lang.String,java.util.Locale):76;0.0
org.apache.commons.math$MathException#translate(java.lang.String,java.util.Locale):74;0.0
org.apache.commons.math$MathException#translate(java.lang.String,java.util.Locale):80;0.0
org.apache.commons.math$MathException#buildMessage(java.lang.String,java.lang.Object[],java.util.Locale):92;0.0
org.apache.commons.math$MathException#getPattern():153;0.0
org.apache.commons.math$MathException#getArguments():162;0.0
org.apache.commons.math$MathException#getMessage(java.util.Locale):173;0.0
org.apache.commons.math$MathException#getLocalizedMessage():178;0.0
org.apache.commons.math$MathException#printStackTrace():185;0.0
org.apache.commons.math$MathException#printStackTrace():186;0.0
org.apache.commons.math$MathException#printStackTrace(java.io.PrintStream):194;0.0
org.apache.commons.math$MathException#printStackTrace(java.io.PrintStream):195;0.0
org.apache.commons.math$MathException#printStackTrace(java.io.PrintStream):196;0.0
org.apache.commons.math$MathException#printStackTrace(java.io.PrintStream):198;0.0
org.apache.commons.math$MathException#printStackTrace(java.io.PrintStream):199;0.0
org.apache.commons.math$MathException#printStackTrace(java.io.PrintStream):200;0.0
org.apache.commons.math$FunctionEvaluationException#FunctionEvaluationException(double):42;0.0
org.apache.commons.math$FunctionEvaluationException#FunctionEvaluationException(double):43;0.0
org.apache.commons.math$FunctionEvaluationException#FunctionEvaluationException(double):33;0.0
org.apache.commons.math$FunctionEvaluationException#FunctionEvaluationException(double):44;0.0
org.apache.commons.math$FunctionEvaluationException#FunctionEvaluationException(double):45;0.0
org.apache.commons.math$FunctionEvaluationException#FunctionEvaluationException(double,java.lang.String,java.lang.Object[]):57;0.0
org.apache.commons.math$FunctionEvaluationException#FunctionEvaluationException(double,java.lang.String,java.lang.Object[]):33;0.0
org.apache.commons.math$FunctionEvaluationException#FunctionEvaluationException(double,java.lang.String,java.lang.Object[]):58;0.0
org.apache.commons.math$FunctionEvaluationException#FunctionEvaluationException(double,java.lang.String,java.lang.Object[]):59;0.0
org.apache.commons.math$FunctionEvaluationException#FunctionEvaluationException(double,java.lang.Throwable):69;0.0
org.apache.commons.math$FunctionEvaluationException#FunctionEvaluationException(double,java.lang.Throwable):33;0.0
org.apache.commons.math$FunctionEvaluationException#FunctionEvaluationException(double,java.lang.Throwable):70;0.0
org.apache.commons.math$FunctionEvaluationException#FunctionEvaluationException(double,java.lang.Throwable):71;0.0
org.apache.commons.math$FunctionEvaluationException#FunctionEvaluationException(double,java.lang.String,java.lang.Object[],java.lang.Throwable):85;0.0
org.apache.commons.math$FunctionEvaluationException#FunctionEvaluationException(double,java.lang.String,java.lang.Object[],java.lang.Throwable):33;0.0
org.apache.commons.math$FunctionEvaluationException#FunctionEvaluationException(double,java.lang.String,java.lang.Object[],java.lang.Throwable):86;0.0
org.apache.commons.math$FunctionEvaluationException#FunctionEvaluationException(double,java.lang.String,java.lang.Object[],java.lang.Throwable):87;0.0
org.apache.commons.math$FunctionEvaluationException#getArgument():95;0.0
org.apache.commons.math$ArgumentOutsideDomainException#ArgumentOutsideDomainException(double,double,double):39;0.0
org.apache.commons.math$ArgumentOutsideDomainException#ArgumentOutsideDomainException(double,double,double):41;0.0
org.apache.commons.math$ArgumentOutsideDomainException#ArgumentOutsideDomainException(double,double,double):42;0.0
org.apache.commons.math$MessagesResources_fr#MessagesResources_fr():33;0.0
org.apache.commons.math$MessagesResources_fr#MessagesResources_fr():34;0.0
org.apache.commons.math$MessagesResources_fr#<clinit>():45;0.0
org.apache.commons.math$MessagesResources_fr#getContents():41;0.0
org.apache.commons.math.analysis$UnivariateRealIntegratorImpl#UnivariateRealIntegratorImpl(org.apache.commons.math.analysis.UnivariateRealFunction,int):75;0.0
org.apache.commons.math.analysis$UnivariateRealIntegratorImpl#UnivariateRealIntegratorImpl(org.apache.commons.math.analysis.UnivariateRealFunction,int):54;0.0
org.apache.commons.math.analysis$UnivariateRealIntegratorImpl#UnivariateRealIntegratorImpl(org.apache.commons.math.analysis.UnivariateRealFunction,int):77;0.0
org.apache.commons.math.analysis$UnivariateRealIntegratorImpl#UnivariateRealIntegratorImpl(org.apache.commons.math.analysis.UnivariateRealFunction,int):78;0.0
org.apache.commons.math.analysis$UnivariateRealIntegratorImpl#UnivariateRealIntegratorImpl(org.apache.commons.math.analysis.UnivariateRealFunction,int):81;0.0
org.apache.commons.math.analysis$UnivariateRealIntegratorImpl#UnivariateRealIntegratorImpl(org.apache.commons.math.analysis.UnivariateRealFunction,int):83;0.0
org.apache.commons.math.analysis$UnivariateRealIntegratorImpl#UnivariateRealIntegratorImpl(org.apache.commons.math.analysis.UnivariateRealFunction,int):84;0.0
org.apache.commons.math.analysis$UnivariateRealIntegratorImpl#UnivariateRealIntegratorImpl(org.apache.commons.math.analysis.UnivariateRealFunction,int):86;0.0
org.apache.commons.math.analysis$UnivariateRealIntegratorImpl#UnivariateRealIntegratorImpl(org.apache.commons.math.analysis.UnivariateRealFunction,int):87;0.0
org.apache.commons.math.analysis$UnivariateRealIntegratorImpl#UnivariateRealIntegratorImpl(org.apache.commons.math.analysis.UnivariateRealFunction,int):88;0.0
org.apache.commons.math.analysis$UnivariateRealIntegratorImpl#UnivariateRealIntegratorImpl(org.apache.commons.math.analysis.UnivariateRealFunction,int):89;0.0
org.apache.commons.math.analysis$UnivariateRealIntegratorImpl#UnivariateRealIntegratorImpl(org.apache.commons.math.analysis.UnivariateRealFunction,int):91;0.0
org.apache.commons.math.analysis$UnivariateRealIntegratorImpl#UnivariateRealIntegratorImpl(org.apache.commons.math.analysis.UnivariateRealFunction,int):92;0.0
org.apache.commons.math.analysis$UnivariateRealIntegratorImpl#getResult():101;0.0
org.apache.commons.math.analysis$UnivariateRealIntegratorImpl#getResult():102;0.0
org.apache.commons.math.analysis$UnivariateRealIntegratorImpl#getResult():104;0.0
org.apache.commons.math.analysis$UnivariateRealIntegratorImpl#getIterationCount():115;0.0
org.apache.commons.math.analysis$UnivariateRealIntegratorImpl#getIterationCount():116;0.0
org.apache.commons.math.analysis$UnivariateRealIntegratorImpl#getIterationCount():118;0.0
org.apache.commons.math.analysis$UnivariateRealIntegratorImpl#setResult(double,int):129;0.0
org.apache.commons.math.analysis$UnivariateRealIntegratorImpl#setResult(double,int):130;0.0
org.apache.commons.math.analysis$UnivariateRealIntegratorImpl#setResult(double,int):131;0.0
org.apache.commons.math.analysis$UnivariateRealIntegratorImpl#setResult(double,int):132;0.0
org.apache.commons.math.analysis$UnivariateRealIntegratorImpl#clearResult():138;0.0
org.apache.commons.math.analysis$UnivariateRealIntegratorImpl#clearResult():139;0.0
org.apache.commons.math.analysis$UnivariateRealIntegratorImpl#setMaximalIterationCount(int):147;0.0
org.apache.commons.math.analysis$UnivariateRealIntegratorImpl#setMaximalIterationCount(int):148;0.0
org.apache.commons.math.analysis$UnivariateRealIntegratorImpl#getMaximalIterationCount():156;0.0
org.apache.commons.math.analysis$UnivariateRealIntegratorImpl#resetMaximalIterationCount():163;0.0
org.apache.commons.math.analysis$UnivariateRealIntegratorImpl#resetMaximalIterationCount():164;0.0
org.apache.commons.math.analysis$UnivariateRealIntegratorImpl#setMinimalIterationCount(int):172;0.0
org.apache.commons.math.analysis$UnivariateRealIntegratorImpl#setMinimalIterationCount(int):173;0.0
org.apache.commons.math.analysis$UnivariateRealIntegratorImpl#getMinimalIterationCount():181;0.0
org.apache.commons.math.analysis$UnivariateRealIntegratorImpl#resetMinimalIterationCount():188;0.0
org.apache.commons.math.analysis$UnivariateRealIntegratorImpl#resetMinimalIterationCount():189;0.0
org.apache.commons.math.analysis$UnivariateRealIntegratorImpl#setRelativeAccuracy(double):199;0.0
org.apache.commons.math.analysis$UnivariateRealIntegratorImpl#setRelativeAccuracy(double):200;0.0
org.apache.commons.math.analysis$UnivariateRealIntegratorImpl#getRelativeAccuracy():208;0.0
org.apache.commons.math.analysis$UnivariateRealIntegratorImpl#resetRelativeAccuracy():215;0.0
org.apache.commons.math.analysis$UnivariateRealIntegratorImpl#resetRelativeAccuracy():216;0.0
org.apache.commons.math.analysis$UnivariateRealIntegratorImpl#isSequence(double,double,double):227;0.0
org.apache.commons.math.analysis$UnivariateRealIntegratorImpl#verifyInterval(double,double):239;0.0
org.apache.commons.math.analysis$UnivariateRealIntegratorImpl#verifyInterval(double,double):240;0.0
org.apache.commons.math.analysis$UnivariateRealIntegratorImpl#verifyInterval(double,double):244;0.0
org.apache.commons.math.analysis$UnivariateRealIntegratorImpl#verifyIterationCount():252;0.0
org.apache.commons.math.analysis$UnivariateRealIntegratorImpl#verifyIterationCount():253;0.0
org.apache.commons.math.analysis$UnivariateRealIntegratorImpl#verifyIterationCount():257;0.0
org.apache.commons.math.analysis$RombergIntegrator#RombergIntegrator(org.apache.commons.math.analysis.UnivariateRealFunction):46;0.0
org.apache.commons.math.analysis$RombergIntegrator#RombergIntegrator(org.apache.commons.math.analysis.UnivariateRealFunction):47;0.0
org.apache.commons.math.analysis$RombergIntegrator#integrate(double,double):64;0.0
org.apache.commons.math.analysis$RombergIntegrator#integrate(double,double):67;0.0
org.apache.commons.math.analysis$RombergIntegrator#integrate(double,double):69;0.0
org.apache.commons.math.analysis$RombergIntegrator#integrate(double,double):70;0.0
org.apache.commons.math.analysis$RombergIntegrator#integrate(double,double):71;0.0
org.apache.commons.math.analysis$RombergIntegrator#integrate(double,double):73;0.0
org.apache.commons.math.analysis$RombergIntegrator#integrate(double,double):74;0.0
